field_1,Codigo,Nombre,Elevacion,Lat,Lon,Norte,Este
"272","26120170",PIJAO,"1685",4.332750000000000,-75.706277779999994,2037302.166015,4699722.949920
"273","21030080",ACEVEDO,"1350",1.813611110000000,-75.942222220000005,1758694.602938,4672753.647152
"274","24030400",SANTA ROSA D VITERBO,"2690",5.868722220000000,-72.985777780000006,2206482.841090,5001573.707499
"275","23080750",COCORNA,"1455",6.053333330000000,-75.182611109999996,2227367.158444,4758514.393423
"276","25010110",ACACIAS LAS HACIENDA,"80",8.006111110000003,-75.647222220000003,2443607.903677,4708298.897972
"277","26060200",CAJONES,"2472",3.226416670000000,-76.140805560000004,1915065.340529,4651022.000954
"278","26130220",MARACAY,"121",4.812166670000000,-75.843055559999996,2090394.788793,4684744.538702
"279","21190030",TIBACUY,"1635",4.348055560000000,-74.454472220000000,2038612.528184,4838663.697395
"280","24035320",SATIVANORTE,"2594",6.116861110000000,-72.704833330000000,2233910.610831,5032645.977973
"281","26110160",SAN FRANCISCO,"974",4.684861110000000,-76.035722219999997,2076400.844727,4663299.404230
"282","28040100",MONTERRUBIO,"100",10.233694440000001,-74.273250000000004,2689122.814507,4860603.355919
"283","24030300",CEPITA,"600",6.753055560000000,-72.974999999999994,2304201.058257,5002761.596386
"284","23180110",PATURIA,"105",7.586111110000000,-73.825277779999993,2396342.749375,4908999.065325
"285","25021630",NUEVA GRANADA,"110",9.801750000000000,-74.388555560000000,2641423.426914,4847776.010038
"286","24010240",OIBA,"1400",6.262500000000000,-73.303333330000001,2250004.245622,4966459.952523
"287","23060290",SILENCIO EL,"1425",4.973166670000000,-74.412055559999999,2107694.941603,4843508.080457
"288","25020780",CECILIA,"20",8.461388890000000,-75.034166670000005,2493565.852234,4776140.034772
"289","26255020",SANTA ISABEL,"1132",7.157277780000000,-75.442222220000005,2349584.677244,4730373.623067
"290","26130020",TERMALES,"21",4.844166670000000,-75.558055560000000,2093808.947829,4716382.416135
"291","21140110",TOMO EL,"444",3.345361110000000,-75.097444440000004,1927917.605093,4767043.215917
"292","26020020",SILVIA PTA ELECTRI,"2446",2.624666670000000,-76.349138890000006,1848538.787087,4627649.374219
"293","24030380",SOTAQUIRA,"2860",5.749661110000000,-73.234923060000000,2193332.243759,4973999.920594
"294","25020700",APARTADA LA,"50",8.053055560000002,-75.338611110000002,2448593.470688,4742354.294635
"295","26050060",SUAREZ,"195",2.954555560000000,-76.696111110000004,1885172.711611,4589137.330818
"296","21160070",VILLARRICA,"136",3.932916670000000,-74.609277779999999,1992759.959547,4821394.638987
"297","23195200",CACHIRI,"1850",7.473888890000000,-72.991111110000006,2383855.131957,5000980.370745
"298","25020350",GUARANDA,"30",8.492777780000003,-74.541666669999998,2496786.830443,4830368.022399
"299","21201190",LAGUNITAS,"3100",5.214527780000000,-73.907250000000005,2134269.160202,4899496.893912
"300","27010810",SANTA HELENA,"2550",6.196888890000000,-75.516750000000002,2243404.958567,4721597.636524
"301","26210080",HERRADURA LA,"620",6.099222220000000,-75.873972219999999,2232800.537534,4681993.106375
"302","23180050",ESTABLO EL,"98",7.541388890000000,-73.598055560000006,2391359.368491,4934048.447464
"303","21090110",SANTA BARBARA,"454",2.865527780000000,-75.339888889999997,1874917.895433,4739983.989963
"304","23180020",PUERTO WILCHES,"73",7.348611110000000,-73.893055559999993,2370109.612403,4901471.670426
"305","21085030",SAN RAFAEL,"130",2.760444440000000,-75.582722219999994,1863353.592319,4712956.378616
"306","24010180",RAQUIRA,"2290",5.538777780000000,-73.631361110000000,2170062.197774,4930097.732284
"307","23210130",TOTUMAL,"250",8.249444440000000,-73.579999999999998,2469605.495862,4936148.431907
"308","26200120",OTRAMINA,"515",6.072944440000000,-75.794583329999995,2229847.240006,4690769.450809
"309","21100070",SANTA BARBARA FINCA,"1750",2.561722220000000,-75.235138890000002,1841302.061819,4751568.130174
"310","21015020",SEVILLA,"1320",1.824833330000000,-76.130277780000000,1759971.520001,4651819.170648
"311","21050160",SAN VICENTE,"1745",2.317055560000000,-76.010138889999993,1814408.413829,4665298.321114
"312","25020330",CAIMITAL,"25",8.366388890000000,-74.569166670000001,2482826.725895,4827285.322711
"313","26180170",UNION LA,"2530",5.998333330000000,-75.381388889999997,2221377.066260,4736482.975140
"314","21010100",PALESTINA,"1530",1.724833330000000,-76.133333329999999,1748906.802893,4651460.200252
"315","21040050",TARQUI,"830",2.108833330000000,-75.822805560000006,1791331.472160,4686101.815396
"316","26110300",CEROS,"940",4.616388890000000,-76.034444440000001,2068823.968173,4663408.694218
"317","26020250",MONDOMO,"1397",2.903694440000000,-76.546972220000001,1879488.174090,4605719.576511
"318","26170190",DIQUE EL,"1140",5.803861110000000,-75.723611109999993,2200040.955212,4698482.176812
"319","21230070",SAN JUAN D RIOSECO,"1364",4.851277780000000,-74.622833330000006,2094275.253471,4820110.025528
"320","29035080",NORMAL MANATI,"10",10.453583330000001,-74.954638889999998,2713812.166750,4786130.697151
"321","21145070",LEGIOSA LA,"1476",3.311027780000000,-74.702888889999997,1924037.586637,4810873.153430
"322","21160040",ACO,"378",3.746250000000000,-74.810944440000000,1972170.576301,4798961.996006
"323","21201090",VIOTA,"567",4.442694440000001,-74.542249999999996,2049092.482540,4828946.319729
"324","24030850",ASERRIO EL,"2500",6.232583330000000,-72.781194439999993,2246693.815505,5024194.998429
"325","26090630",GUACARI,"990",3.770138890000000,-76.331944440000001,1975310.495997,4629974.864960
"326","21150030",TINAJAS,"290",3.566055560000000,-75.062500000000000,1952309.670626,4770979.047312
"327","26130180",SAN ISIDRO,"1196",4.800972220000000,-75.858333329999994,2089163.426918,4683043.872097
"328","26120150",ALCALA,"1261",4.676472220000000,-75.786305560000002,2075357.850358,4690981.879708
"329","23125080",OTANCHE,"1100",5.661722220000000,-74.184611110000006,2183743.694055,4868864.484056
"330","23060260",CHILAGUA FINCA,"1500",5.064638890000000,-74.382027780000001,2117797.979765,4846857.913127
"331","23180040",PORVENIR EL,"110",7.452777780000000,-73.482777780000006,2381551.348314,4946750.454228
"332","24050100",FUENTE LA,"815",6.707250000000000,-73.279888889999995,2299148.245582,4969079.376962
"333","25020090",TAMALAMEQUE,"20",8.860388889999999,-73.815444439999993,2537173.073828,4910370.127962
"334","26180160",ABEJORRAL,"2450",5.785972220000000,-75.430416670000000,2197914.706008,4730952.206459
"335","21201070",CORAZON EL,"2845",4.865361110000000,-74.289416669999994,2095752.297123,4857078.996817
"336","23190130",TONA,"1910",7.196111110000000,-72.970555559999994,2353159.697314,5003249.491262
"337","26215010",CONCORDIA,"26",6.039555560000000,-75.919527779999996,2226226.168992,4676912.493104
"338","26250030",CACERES,"95",7.579055560000000,-75.347833330000000,2396176.627608,4741045.430539
"339","24030370",SUSA,"380",6.188500000000000,-72.834833329999995,2241820.482775,5018265.237887
"340","26020030",PIENDAMO,"1872",2.642694440000000,-76.536111109999993,1850591.788259,4606842.048562
"341","24010830",SAN PEDRO IGUAQUE,"2985",5.640000000000000,-73.450444439999998,2181228.971497,4950137.297440
"342","21130060",CARMEN EL,"2250",3.007138890000000,-75.559194439999999,1890632.121994,4715634.360849
"343","21230120",BELLEZA LA,"1200",4.985388890000000,-74.581111109999995,2109088.379881,4824771.167740
"344","24030340",MOLAGAVITA,"2150",6.671666670000000,-72.811388890000003,2295211.420446,5020838.207077
"345","24010810",GACHANTIVA,"2375",5.750805560000000,-73.548916669999997,2193482.522878,4939248.090738
"346","23105030",VEGACHI,"990",6.774111110000000,-74.796527780000005,2306894.773695,4801525.380591
"347","25021620",IRAN,"80",9.683777780000000,-74.322166670000001,2628352.805315,4855004.383430
"348","21255090",ARMERO GRANJA,"3241",5.004750000000000,-74.910499999999999,2111325.575536,4788260.141256
"349","29030200",SAN CAYETANO,"70",10.099722220000000,-75.135277779999996,2674805.520663,4766097.304907
"350","26180190",AGUADAS,"2400",5.600027780000000,-75.451194439999995,2177359.772154,4728563.394566
"351","29030040",ARJONA,"60",10.250277779999999,-75.354444439999995,2691623.380115,4742198.117314
"352","29060090",SAN SEBASTIAN DE,"20",10.563305560000000,-73.603805559999998,2725340.661180,4933968.058631
"353","21230090",ARRANCAPLUMAS,"235",5.202750000000000,-74.729277780000004,2133157.691744,4808410.069341
"354","26140180",VIRGINIA LA-ALERTA,"922",4.892500000000000,-75.882777779999998,2099300.774913,4680374.085598
"355","29060140",CARMEN EL,"25",10.675500000000000,-74.206444439999999,2737934.263051,4868104.976245
"356","23020100",VICTORIA LA,"760",5.321083330000000,-74.914638890000006,2146299.439438,4787906.466712
"357","27020260",TESORO EL,"10",7.246777780000000,-75.302194439999994,2359402.671395,4745891.232938
"358","21010170",ESCUELA BELEN,"1700",1.901388890000000,-76.172499999999999,1768451.198737,4647133.263891
"359","21080070",SANTA ROSA HACIENDA,"650",2.636916670000000,-75.580916669999993,1849690.895624,4713128.187246
"360","21160200",CONC L BUSTAMANTE,"1613",3.893055560000000,-74.570805559999997,1988345.883468,4825657.305397
"361","21050170",YARUMAL,"1950",2.652388890000000,-75.758944439999993,1851444.867800,4693329.156094
"362","21055020",ESCUELA AGRICOLA LA PLATA,"170",2.378277780000000,-75.891249999999999,1821153.792520,4678543.261205
"363","21100140",ARCADIA LA,"1380",2.434805560000000,-75.400888890000004,1827300.297775,4733109.204993
"364","21145080",SANTA ANA,"1410",3.589777780000000,-74.702944439999996,1954850.240685,4810922.116355
"365","23140070",DOS BOCAS HACIENDA,"183",6.771944440000000,-73.616388889999996,2306331.419072,4931912.667546
"366","24010650",OLIVAL,"1502",6.151388890000000,-73.341666669999995,2237728.990607,4962213.411570
"367","25020710",CINTURA,"25",8.420000000000000,-75.273888889999995,2489134.582973,4749719.291249
"368","26030050",TAMBO,"1742",2.455972220000000,-76.811111109999999,1830006.016285,4576161.626877
"369","23180100",SITIO NUEVO,"98",7.783333330000000,-73.800833330000003,2418133.937327,4911735.396599
"370","21135030",ANCHIQUE,"415",3.573833330000000,-75.108999999999995,1953181.320925,4765815.332875
"371","24035310",CHISCAS,"2350",6.549527780000000,-72.504722220000005,2281738.008092,5054733.477386
"372","27011100",BRISAS LAS,"600",7.158805560000000,-74.821833330000004,2349435.760899,4798892.868235
"373","26110230",ISUGU,"933",4.418666670000001,-76.100527779999993,2046976.910390,4655978.109591
"374","24015260",CHIMA,"190",6.355000000000000,-73.368333329999999,2260230.225923,4959279.931356
"375","24030690",CURITAL,"352",5.988583330000000,-72.644055559999998,2219739.953843,5039377.474612
"376","23190480",ANGELES LOS,"228",8.098888890000000,-73.507499999999993,2452956.366227,4944109.139200
"377","24025020",CUCHARO EL,"975",6.532222220000000,-73.199166669999997,2279803.108538,4977989.426731
"378","21060110",RIOLORO,"721",2.321500000000000,-75.624666669999996,1814814.642714,4708192.762559
"379","26110040",BOLIVAR,"972",4.342944440000000,-76.190444439999993,2038639.549305,4645955.521335
"380","29040200",LENA,"45",10.521722219999999,-74.890777779999993,2721304.334167,4793165.845035
"381","29040300",PUERTO GIRALDO,"5",10.507888890000000,-74.822277779999993,2719730.341555,4800652.669821
"382","28040070",PALMARIGUANI,"80",9.930083330000000,-73.954888890000007,2655442.929191,4895363.472467
"383","24030530",SAN ANTONIO,"2580",5.698722220000000,-73.234222220000007,2187703.578435,4974075.191413
"384","24035250",CHITA,"2888",6.188333330000000,-72.466333329999998,2241828.856605,5059017.216097
"385","27030080",CRUZADA LA,"650",7.068055560000000,-74.715055559999996,2339357.877459,4810646.112700
"386","24011070",SANTUARIO EL,"1800",6.323611110000000,-73.467222219999996,2256770.484714,4948344.208730
"387","27010800",MESETA LA SN PEDRO,"2600",6.399722220000000,-75.607222219999997,2265889.063133,4711695.019335
"388","29060150",DESTINO EL,"20",10.573666670000000,-74.224111109999996,2726684.463303,4866128.936122
"389","29060280",SAN ISIDRO,"25",10.900833329999999,-74.220611109999993,2762850.531943,4866655.327781
"390","28010070",VILLA MARLENE,"120",10.185499999999999,-73.467111110000005,2683557.988884,4948855.961324
"391","25020900",SAN SEBASTIAN,"65",9.233888889999999,-74.355833329999996,2578634.236913,4851118.235188
"392","26030060",GAMBOA,"2171",2.625583330000000,-76.853611110000003,1848802.181741,4571484.117492
"393","29060210",PALMA LA,"23",10.966833330000000,-74.204694439999997,2770139.776218,4868423.474925
"394","21201580",PASQUILLA - AUT,"30",4.446500000000001,-74.154833330000002,2049434.685103,4871922.805611
"395","25020870",PLAYITAS,"40",8.822777779999999,-73.965833329999995,2533055.611483,4893827.921946
"396","29060240",UNION LA,"20",10.706555560000000,-74.223555559999994,2741374.732607,4866247.634240
"397","25020190",PUERTO ASIS,"200",9.431944440000001,-75.129166670000004,2600951.472650,4766301.306554
"398","27010830",SAN ISIDRO,"2320",6.563222220000000,-75.515749999999997,2283922.434288,4721906.151127
"399","24011080",CUCUNUBA 1,"2562",5.248000000000000,-73.752499999999998,2137945.420664,4916645.255253
"400","27015090",TULIO OSPINA,"1453",6.319694440000000,-75.553250000000006,2257007.410851,4717623.432050
"401","21060100",CRISTALINA  LA HACIENDA,"1460",2.317166670000000,-75.503583329999998,1814310.968304,4721662.623357
"402","24011060",SUSA,"2600",5.462444440000000,-73.801555559999997,2161649.597668,4911241.952897
"403","29060070",SAN PABLO,"800",10.808194439999999,-74.026805560000000,2752531.520290,4887795.213357
"404","23055040",SAMANA,"1532",5.419444440000000,-74.999222219999993,2157204.151629,4778568.619311
"405","25020390",CHARCON,"150",9.397222220000000,-75.155805560000005,2597129.473042,4763352.452909
"406","21135020",JABALCON,"332",3.855833330000000,-75.015722220000001,1984335.634478,4776248.420567
"407","26130170",POTREROS,"2134",4.885555560000000,-75.558055560000000,2098386.689740,4716399.760523
"408","29040240",USIACURI,"100",10.744722220000000,-74.980555559999999,2746025.551354,4783498.725177
"409","25021000",GALERAS,"70",9.164999999999999,-75.050833330000003,2571380.681904,4774731.991717
"410","22070030",SANTA HELENA,"2606",4.124555560000000,-75.499527779999994,2014197.721987,4722604.025283
"411","24010660",SIMACOTA,"150",6.443611110000000,-73.333888889999997,2270019.298404,4963094.245160
"412","23010080",IDEMA-HONDA,"2508",5.201416670000000,-74.749583329999993,2133016.494604,4806159.282569
"413","24015300",VILLA DE LEIVA,"2215",5.655833330000000,-73.543944440000004,2182987.405178,4939788.512282
"414","21190350",TULCAN EL,"2700",4.152472220000000,-74.359750000000005,2016976.519316,4849134.696907
"415","24030860",CAPILLA LA,"2800",6.100722220000000,-72.866666670000001,2232120.152825,5014747.302704
"416","23195180",ESCUELA AGRICOLA CACHIRA,"1882",7.735277780000000,-73.051666670000003,2412740.312471,4994305.041607
"417","26155110",AEROPUERTO LA NUBIA,"2104",5.029777780000000,-75.469916670000003,2114300.528077,4726236.902450
"418","24030630",BARAYA,"2927",6.960277780000000,-72.821666669999999,2327103.094494,5019690.908850
"419","29060120",TASAJERA,"2",10.976222220000000,-74.361750000000001,2771250.877789,4851271.746284
"420","26100770",CEILAN,"1382",4.114305560000000,-76.042527780000000,2013273.563353,4662286.463731
"421","25020260",RINCONHONDO,"100",9.397027780000000,-73.488027779999996,2596418.051739,4946439.511729
"422","26030080",ROMELIA LA,"2502",2.622805560000000,-76.895111110000002,1848508.897740,4566861.319538
"423","24050110",ALBANIA,"216",6.911944440000000,-73.632222220000003,2321804.806717,4930183.961374
"424","25010100",SAN FRANCISCO,"160",8.129166670000000,-75.760000000000005,2457303.553823,4695954.747568
"425","26100780",ZARZAL,"953",4.383055560000000,-76.073499999999996,2043024.043552,4658963.642986
"426","25020250",CURUMANI,"100",9.197194440000001,-73.541944439999995,2574341.255782,4940488.310708
"427","26240100",GUARUMO-LA LUCHA,"70",7.862916670000000,-75.214916669999994,2427490.627882,4755875.918484
"428","29060250",PROYECTOS LOS,"20",10.736722220000001,-74.237083330000004,2744715.508728,4864782.036143
"429","21045010",BETULIA LA,"780",2.281583330000000,-75.705083329999994,1810416.277254,4699237.187248
"430","28040140",SAN ANGEL,"140",10.033055559999999,-74.212611109999997,2666917.886186,4867160.519109
"431","26070170",ESPERANZA PRADERA,"155",3.459722220000000,-76.250277780000005,1940922.965990,4638931.094256
"432","28020150",ESPERANZA LA HACIENDA,"60",10.029972219999999,-73.668833329999998,2666406.672509,4926733.354419
"433","26100740",SAN PEDRO,"949",4.515638890000000,-76.040555560000001,2057679.112726,4662683.055022
"434","25020720",JOBO EL TABLON,"130",8.637222220000000,-75.383611110000004,2513231.820204,4737784.221150
"435","22060100",PIEDRAS DE COBRE,"3594",3.908277780000000,-75.103333329999998,1990157.694254,4766533.457379
"436","29040230",PUERTO COLOMBIA,"5",10.988333330000000,-74.969666669999995,2772957.962113,4784864.131793
"437","21130080",ORGANOS,"800",3.120833330000000,-75.492249999999999,1903188.786113,4723106.928401
"438","23060160",SAN PABLO,"1200",5.485083330000000,-74.462416669999996,2164289.581011,4838057.250678
"439","21190090",CABRERA,"1900",3.986972220000000,-74.483555559999999,1998708.771357,4835361.821779
"440","24010140",CUCUNUBA,"2620",5.251027780000000,-73.770750000000007,2138282.463717,4914623.987537
"441","26125130",CUMBARCO,"1749",4.185055560000001,-75.832361109999994,2021014.413991,4685662.150778
"442","24025050",CHARALA,"1350",6.274166670000000,-73.150555560000001,2251286.106849,4983353.260369
"443","23120250",BORBUR 2,"681",5.649638890000000,-74.068722219999998,2182383.404332,4881692.386266
"444","28040030",BOSCONIA,"130",9.975750000000000,-73.881749999999997,2660468.373003,4903392.068078
"445","24030230",IZA,"2470",5.615500000000000,-72.976277780000004,2178502.597677,5002626.054202
"446","21010160",VILLA FATIMA,"1724",1.899444440000000,-76.394166670000004,1768282.967087,4622449.528823
"447","24030330",TOPE EL,"250",6.939722220000000,-72.931666669999998,2324828.492878,5007545.432021
"448","24020040",ENCINO,"1814",6.138333330000000,-73.098055560000006,2236275.289911,4989155.349678
"449","26060020",CABUYAL,"13",3.320222220000000,-76.346611109999998,1925520.593266,4628164.167421
"450","26160120",CRISTALINA LA,"2411",5.192194440000000,-75.435777779999995,2132248.555017,4730091.168622
"451","28025090",CENTENARIO HACIENDA,"100",9.850250000000001,-73.265472220000007,2646481.024322,4970903.763742
"452","23090110",MURILLO,"130",6.603055560000000,-74.395277780000001,2287841.781941,4845810.364796
"453","23190810",PLANES LOS,"650",7.812611110000000,-73.321444439999993,2421299.281062,4964575.098176
"454","22060070",ORTEGA,"388",3.939166670000000,-75.219944440000006,1993606.512322,4753592.582454
"455","23120200",PUERTO ARAUJO ALERTAS,"118",6.533888890000000,-74.082499999999996,2280111.537554,4880362.965069
"456","23190360",PORTACHUELO,"800",7.328055560000000,-73.165000000000006,2367743.265843,4981795.867896
"457","25020140",SAHAGUN,"60",8.950833330000000,-75.451944440000005,2547967.706518,4730489.760571
"458","24010630",ARCABUCO,"2600",5.760583330000000,-73.444138890000005,2194552.898643,4950845.573947
"459","24035260",CAPITANEJO,"1160",6.520722220000000,-72.696611110000006,2278538.085915,5033529.370829
"460","26200140",ARMENIA,"1800",6.157972220000000,-75.771527780000000,2239240.368989,4693371.108185
"461","28020460",CODAZZI DC,"90",10.044638890000000,-73.243388890000006,2667963.021710,4973339.916264
"462","24010070",LETICIA,"2650",5.303194440000000,-73.709750000000000,2144039.076669,4921387.885161
"463","23120010",VERDE LA,"140",6.412500000000000,-73.899722220000001,2266656.682570,4900541.461803
"464","25020890",CHILLOA,"20",9.119388890000000,-74.221944440000001,2565924.541337,4865779.538946
"465","25021540",AGUADAS LAS ALERTA,"30",8.954166669999999,-74.055000000000007,2547604.579415,4884066.316690
"466","26100830",PALMASOLA,"940",4.688416670000000,-75.961666670000000,2076759.057002,4671522.143078
"467","22050070",SAN PEDRO,"1679",3.426388890000000,-75.487444440000004,1936980.029309,4723724.999826
"468","23120240",PAIME,"138",5.371388890000000,-74.154638890000001,2151649.879555,4872120.663332
"469","21050220",SAN LUIS,"1462",2.565888890000000,-75.927888890000006,1841918.321458,4674511.904743
"470","24010850",PALMA LA,"2100",5.868000000000000,-73.383833330000002,2206417.562418,4957527.965781
"471","21190310",PINAR EL,"1900",4.387972220000000,-74.329916670000003,2042998.730434,4852490.319625
"472","24030660",MORTINO EL,"3409",6.375111110000000,-72.418999999999997,2262474.165259,5064228.990007
"473","24020220",PAVAS LAS,"2625",6.152722220000000,-72.964583329999996,2237864.378615,5003916.870441
"474","25020500",VILLA CECILIA HACIENDA,"50",8.816111110000000,-74.729444439999995,2532621.505774,4809863.243193
"475","26110290",ARBOLEDA LA,"959",4.531611110000000,-76.093611109999998,2059471.341953,4656799.002498
"476","21205670",FLORIDA LA,"1915",4.770888890000000,-74.437638890000002,2085343.628962,4840624.552732
"477","26100350",PUERTO FRAZADAS,"1657",4.054361110000001,-75.994749999999996,2006621.104921,4667569.827452
"478","26170260",GUERRERITO,"797",5.281055560000000,-75.664972219999996,2142180.238136,4704718.494212
"479","28030220",SAN ANGEL,"244",10.347055559999999,-73.444138890000005,2701410.250317,4951395.909405
"480","26240160",COQUERA LA,"49",7.962138890000000,-75.195999999999998,2438452.177410,4758019.795649
"481","24015090",INSTITUCION AGRICOLA SANTA SOFIA,"2300",5.710666670000000,-73.602277779999994,2189053.004409,4933337.434882
"482","24035010",CUSAGUI,"2950",6.248111110000000,-72.548888890000001,2248425.974885,5049881.712566
"483","26090460",PARAISO EL,"1305",3.649722220000000,-76.199722219999998,1961929.710191,4644626.009421
"484","29060190",FLORIDA LA,"26",10.610638890000001,-74.255388890000006,2730785.262191,4862724.296524
"485","21040060",TRES ESQUINAS,"805",2.199361110000000,-75.779361109999996,1801336.770516,4690954.982900
"486","24010820",GUAVATA,"218",5.961388890000000,-73.702500000000001,2216771.752925,4922278.464160
"487","26120130",COROZAL,"1178",4.402777780000000,-75.915416669999999,2045135.818563,4676528.606547
"488","21130040",SAN LUIS,"1140",3.080638890000000,-75.484666669999996,1898741.562746,4723939.544595
"489","26065020",MIRANDA,"1133",3.245666670000000,-76.223055560000006,1917224.255788,4641880.364336
"490","23100040",YOLOMBO,"965",6.594277780000000,-75.010916670000000,2287103.941097,4777750.107535
"491","23190260",LAGUNA LA,"150",7.079722220000000,-73.213611110000002,2340303.694750,4976419.846666
"492","26100690",PLACER EL,"2132",3.878944440000000,-76.100555560000004,1987255.042957,4655740.977595
"493","25020980",CAIMITO,"20",8.790833330000000,-75.124444440000005,2530050.188586,4766403.373855
"494","26195020",ITA ANDES,"1180",5.691000000000000,-75.880222219999993,2187640.464036,4681067.583969
"495","25020860",FRONTERA LA HACIENDA,"100",9.359444440000001,-74.940833330000004,2592814.307773,4786936.445036
"496","25021180",SANTA CRUZ,"20",9.078333330000000,-74.688888890000001,2561592.048882,4814456.156577
"497","29040250",CAMPO DE LA CRUZ,"4",10.376638890000001,-74.888416669999998,2705259.636755,4793328.282903
"498","26020100",BUENOS AIRES,"1228",3.020194440000000,-76.639083330000005,1892418.772626,4595509.286754
"499","21230060",NARINO,"289",4.398611110000000,-74.825555559999998,2044290.726767,4797502.667078
"500","21250450",POTOSI HACIENDA,"389",5.053027780000000,-74.882472219999997,2116653.876090,4791382.941510
"501","28040270",MANATURE HACIENDA,"150",10.035111110000001,-73.788527779999995,2667003.716598,4913622.189858
"502","21195060",PANDI,"950",4.192722220000001,-74.487416670000002,2021450.798082,4834975.352912
"503","28040350",PASO EL,"30",9.656972220000000,-73.743694439999999,2625197.679384,4918440.871748
"504","21160180",PUERTO LLERAS,"1209",3.839777780000000,-74.688305560000003,1982481.821794,4812600.716360
"505","21210220",PALMAR EL,"2200",4.580111110000000,-75.325666670000004,2064515.849427,4742065.243937
"506","21180040",ROVIRA 2,"848",4.242500000000000,-75.242500000000007,2027154.557798,4751181.410646
"507","24030160",TASCO,"2486",5.860357220000000,-72.784791389999995,2205563.076790,5023813.527713
"508","23190540",VEGA LA,"710",7.650833330000000,-73.180555560000002,2403412.549437,4980094.298560
"509","23085160",CORRIENTES,"1965",6.311944440000000,-75.253555559999995,2255997.173569,4750782.330670
"510","25020990",HATO NUEVO,"80",9.178333329999999,-75.190277780000002,2572945.606847,4759417.191985
"511","26150150",PAPAYAL,"2304",4.951666670000000,-75.489722220000004,2105669.957377,4724007.631878
"512","24030260",COCUY EL,"2749",6.408222220000000,-72.445444440000003,2266129.879919,5061301.548293
"513","26140090",TAPARCAL,"1609",5.167055560000000,-75.862777780000002,2129665.689072,4682726.580817
"514","29040020",MONTEBELLO,"100",10.708500000000001,-74.907833330000003,2741969.709373,4791426.211848
"515","29020020",GARRAPATA,"60",10.321555560000000,-74.423972219999996,2698905.183934,4844142.185959
"516","21205420",TIBAITATA,"2543",4.691416670000000,-74.209000000000003,2076511.827637,4865960.069300
"517","26020200",AMPARO EL,"1197",2.961166670000000,-76.489194440000006,1885829.989726,4612170.010867
"518","29060040",FUNDACION,"40",10.524361109999999,-74.182222220000000,2721216.317128,4870690.011808
"519","21185030",GUAMO,"332",4.008833330000000,-74.981388890000005,2001241.901851,4780101.190534
"520","21210110",PLACER EL,"2170",4.520944440000000,-75.277888890000000,2057956.201926,4747346.333499
"521","21030110",SAN ANTONIO DEL PE,"1190",2.077750000000000,-75.681944439999995,1787865.646402,4701771.595936
"522","29030430",VISO EL,"8",10.150833329999999,-75.235277780000004,2680531.725191,4755176.755118
"523","29040290",CAMPANOS LOS,"100",10.557777780000000,-74.971777779999996,2725346.098789,4784327.059355
"524","25020370",MONEDA LA HACIENDA,"40",8.036666670000002,-74.942222220000005,2446552.620264,4786033.851272
"525","26120180",ALAMBRADO EL-ALERT,"171",4.409305560000000,-75.875333330000004,2045840.710648,4680982.464366
"526","29060030",BONGO EL,"20",10.648777780000000,-74.375500000000002,2735057.192398,4849606.659539
"527","23185010",VILLA LEIVA,"328",7.456111110000000,-73.537222220000004,2381926.645682,4940745.613184
"528","29030370",SANTA ANA,"1",10.234166670000000,-75.551111109999994,2690005.343855,4720636.905152
"529","26020390",OVEJAS ABAJO ALERT,"1546",2.853833330000000,-76.588611110000002,1873982.886368,4601067.587924
"530","29030410",CASA DE BOMBAS,"10",10.408333330000000,-75.127222219999993,2708929.940801,4767205.786028
"531","24030290",MACARAVITA,"1856",6.493944440000000,-72.581361110000003,2275588.176084,5046268.998652
"532","26025070",GABRIEL LOPEZ,"371",2.509750000000000,-76.289055559999994,1835803.103277,4634304.013795
"533","21200160",PANONIA,"2800",5.057972220000000,-73.734333329999998,2116944.248522,4918633.521935
"534","26230130",CRUCES ARRIBA,"2830",6.887194440000000,-75.609611110000003,2319811.201695,4711715.001422
"535","28015070",URUMITA,"255",10.566388890000001,-73.016388890000002,2725617.701552,4998207.766362
"536","26190100",SANTA BARBARA,"1250",5.563972220000000,-75.900083330000001,2173597.588633,4678796.660939
"537","27011110",ASTILLEROS,"2450",6.257305560000000,-75.675861110000000,2250174.309489,4704018.462293
"538","29060170",GAVILAN,"20",10.680444440000000,-74.330694440000002,2738536.611731,4854521.464234
"539","26115080",CANDELARIA,"945",4.480916670000000,-76.079888890000007,2053855.429536,4658299.075294
"540","21220050",ACEITUNO EL,"680",4.353444440000000,-75.053055560000004,2039362.529247,4772243.717475
"541","21201640",VILLAPINZON GRANJA,"2745",5.263750000000000,-73.590861110000006,2139666.610046,4934552.422181
"542","26205080",ALDEA LA,"1737",6.341055560000000,-75.700944440000001,2259452.937132,4701289.894751
"543","29030500",CASA DE PIEDRA,"60",9.873888890000000,-75.215833329999995,2649887.745906,4757101.403719
"544","23145020",CARMEN EL,"805",6.696388890000000,-73.510000000000005,2297968.503552,4943656.180059
"545","21250070",SIERRA LA,"472",4.800111110000000,-74.935694440000006,2088709.597350,4785401.460786
"546","21010210",MONTECRISTO,"1674",1.713805560000000,-76.188916669999998,1747696.769588,4645268.919658
"547","24030750",GUACA,"2400",6.881111110000000,-72.858333329999994,2318353.628722,5015644.908657
